Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 ECEN,55,74,55,81,30,2
 SMC,87,72,92,74,39,2
 UNM,55,71,56,75,44,6
 CSU,71,85,76,89,40,2
 UTEP,57,66,63,72,41,11
 UTEP,53,73,60,80,43,2
 PV,56,65,57,69,32,2
 USD,61,56,65,60,32,6
 UNM,60,62,62,65,35,4
 ENM,58,84,62,84,30,2
 ILL,65,69,69,74,21,6
 DAV,64,61,68,69,21,0
 MIA,51,52,54,63,35,7
 USC,68,70,77,72,22,2
 UCI,52,56,60,65,46,13
 CHS,59,92,60,97,26,4
