Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 MRSH,95,85,102,91,49,6
 ILL,74,65,77,74,42,6
 NCCU,52,74,57,74,31,2
 AKR,73,59,76,59,19,0
 SOU,73,59,76,59,19,0
 UMKC,65,49,65,55,16,0
 LSU,78,57,84,60,38,4
 CHAT,57,57,66,63,36,4
 ARST,70,81,78,92,43,10
 CINC,87,118,92,127,23,0
 MSST,92,57,92,61,27,1
 BCM,71,78,76,84,32,6
 UAPB,60,64,68,74,35,10
 TNST,58,60,60,63,33,4
 BEL,61,54,65,58,19,4
 PEAY,70,65,75,69,33,4
 MURR,79,62,82,68,27,8
