Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 FM,33,49,38,62,33,2
 STET,61,60,70,64,53,8
 ELON,86,83,95,87,39,6
 MILW,86,83,95,87,39,6
 CCD,59,71,67,77,46,13
 SC,74,61,78,61,33,0
 FLN,58,79,61,79,39,3
 USA,57,83,59,85,40,0
 USF,45,56,53,65,36,13
 UNF,83,80,87,83,40,5
 JMU,62,61,76,67,50,14
 FGCU,73,81,88,91,73,17
 HART,72,65,79,72,32,8
 FAU,55,54,57,58,31,5
 MTU,37,54,43,57,36,2
 UAB,71,60,75,64,34,4
