Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 HALL,86,63,90,68,39,4
 PSU,73,57,81,57,40,2
 FDF,48,109,49,111,27,2
 KEAN,53,90,55,94,33,3
 HC,72,81,76,87,47,8
 PRIN,77,69,83,76,30,6
 SPU,69,77,76,83,30,6
 IONA,71,68,82,75,39,14
 RUTG,90,50,92,54,47,9
 NJIT,66,66,71,68,31,4
 MD,71,50,75,50,38,3
 LIU,63,74,71,81,34,5
 SHU,61,63,66,65,40,0
 CCSU,69,73,77,81,43,9
 WAG,65,58,73,65,44,12
