Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 BING,71,53,76,59,36,1
 USF,51,58,53,63,45,6
 LIN,58,66,60,72,39,7
 WVU,109,45,111,48,36,0
 G-B,62,77,67,82,69,2
 MSM,52,58,63,69,28,9
 GW,67,61,73,66,41,7
 NAVY,63,54,66,59,33,3
 TOWS,73,71,82,78,48,8
 MAN,79,58,80,66,52,5
 GMU,77,73,86,79,52,8
 GCU,94,65,100,74,59,7
 CSUN,76,61,79,69,56,9
 UMES,74,72,82,83,49,15
 FAMU,62,83,68,87,48,8
 SAV,88,87,88,89,59,1
