Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 MID,51,91,56,94,32,0
 TCU,97,57,100,63,34,4
 BOYCE,46,103,48,105,24,1
 KENN,59,80,68,82,51,2
 UNM,91,92,96,104,61,5
 OMA,82,82,85,86,43,2
 UMES,59,85,60,90,34,2
 LIP,67,74,80,86,73,12
 FUR,62,48,64,50,31,2
 DAY,73,61,79,66,29,2
 CMU,73,61,79,66,29,2
 CHAT,63,70,76,82,57,9
 IND,85,54,87,59,36,0
 MORE,60,66,67,69,41,7
 EKY,59,68,69,77,41,10
 BEL,75,62,80,67,17,4
 TNST,77,81,81,87,60,4
