Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 PORT,75,71,75,79,62,4
 WIL,59,107,60,111,26,2
 UCRV,79,86,82,94,64,18
 USU,68,72,79,83,60,17
 DUKE,92,75,99,81,54,5
 BUT,69,64,71,69,30,3
 STAN,67,81,78,87,55,4
 PORTL,46,113,50,125,20,6
 LMU,79,90,85,94,57,4
 SCU,80,78,84,87,40,6
 ORE,86,80,95,84,45,8
 LNFD,71,111,71,116,55,2
 CAL,77,104,81,106,70,0
 SAC,68,66,80,75,33,10
 EWU,75,69,81,74,56,8
 IDHO,72,67,72,71,20,1
