Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 ARK,92,50,95,56,37,4
 AAMU,61,82,68,87,44,4
 LSU,99,79,105,86,33,2
 L-IL,79,63,88,67,42,4
 VALP,81,65,88,67,29,2
 SELA,66,63,77,71,20,3
 MVSU,68,82,70,83,27,2
 JVST,84,55,89,58,35,4
 MEM,60,59,65,64,38,3
 CLEM,77,56,81,59,45,2
 TUG,46,96,51,98,47,1
 ASB,67,97,70,99,27,0
 KENN,63,62,69,66,19,9
 CHAT,53,73,56,73,18,0
 ETSU,87,66,90,72,39,1
 WCU,59,78,71,85,43,4
