Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 MRST,74,78,76,84,46,6
 MONM,76,61,80,72,47,12
 SIE,84,87,90,91,47,11
 EAU,93,69,95,70,34,4
 USC,82,60,88,63,25,4
 PITT,74,68,80,68,32,6
 PRIN,70,75,76,85,45,12
 UVA,73,52,75,54,18,1
 YALE,75,75,86,77,45,4
 MSM,58,74,60,75,29,4
 SFU,77,64,84,70,26,4
 LAF,67,72,74,79,20,6
 NAVY,72,64,78,66,34,4
 HC,70,76,77,83,18,10
 BU,84,73,92,81,35,8
