Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 FDU,63,86,68,90,39,4
 MONM,60,75,65,75,42,6
 IND,64,80,68,84,41,5
 NJIT,50,78,53,82,29,4
 URI,73,74,75,74,33,0
 VAN,52,67,59,72,42,5
 TTU,73,82,79,89,42,5
 LOU,73,74,77,79,38,0
 VCU,62,88,67,90,37,3
 SPU,55,77,61,84,32,3
 RUTG,65,63,71,65,45,8
 WAG,66,84,68,89,39,6
 MAN,60,74,62,74,38,2
 CREI,84,85,84,90,47,8
 SJU,65,68,70,75,34,5
 BUT,80,82,87,90,60,8
 MARQ,82,60,84,64,23,2
