Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 ARIZ,99,67,101,67,62,0
 ERAZ,99,67,101,67,62,0
 ASU,93,57,97,62,50,4
 KSU,77,55,80,58,46,3
 HAMP,72,62,76,66,55,2
 UCI,68,61,77,71,52,6
 SCU,82,50,89,57,38,6
 CSB,82,50,89,57,38,6
 SDCC,72,69,79,70,34,10
 USD,72,46,79,51,45,8
 SDAK,82,73,90,77,66,7
 USF,64,47,70,56,26,6
 JAC,64,78,72,83,36,9
 MONT,83,63,87,69,64,2
 MTST,71,68,76,73,59,6
 WEB,89,48,95,55,46,8
 IDST,61,54,64,60,39,8
