Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 RICH,58,67,63,76,51,8
 BRAD,55,49,61,53,49,15
 WSLY,73,86,78,93,54,4
 UNCG,72,59,79,66,33,2
 NCW,66,84,68,88,45,2
 LONG,57,61,57,63,27,4
 YALE,73,59,76,66,39,7
 NAVY,73,67,82,76,56,9
 BUFF,73,69,75,71,32,4
 ND,84,63,92,68,27,0
 DSU,56,62,59,68,34,6
 CSB,55,72,62,76,51,2
 COR,86,85,96,97,48,12
 UNCW,54,52,56,58,26,14
 COFC,91,78,93,78,45,2
 WM,88,57,90,65,35,6
 UNCW,74,96,76,96,50,0
