Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 SMC,80,62,85,68,21,6
 SF,80,62,85,68,21,6
 LONG,54,80,56,83,34,3
 FRAN,48,95,54,96,39,4
 LOU,78,68,84,72,34,2
 AMER,82,91,89,100,42,8
 STON,77,82,85,83,36,6
 DUKE,116,63,124,67,34,6
 NIAG,80,87,87,93,56,15
 BET,73,106,77,113,51,4
 LEH,64,77,70,84,26,4
 CCSU,68,65,70,68,19,4
 BRY,81,84,82,86,18,5
 LIU,68,83,68,85,31,2
 SFNY,75,85,88,91,43,10
