Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 ALCN,57,95,59,99,37,4
 SAM,79,99,86,105,33,2
 MICH,0,0,0,0,0,0
 ND,86,51,92,53,29,0
 MARQ,83,76,94,84,61,16
 UTM,57,78,60,84,38,4
 UNCW,79,91,84,97,38,2
 HOU,72,77,77,80,34,1
 SFA,76,77,83,82,44,2
 SHSU,56,77,58,80,35,2
 UNF,52,102,52,104,14,2
 MEM,60,70,61,71,36,4
 UK,67,67,74,71,22,5
 TAMU,64,63,68,69,43,2
