Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 HOU,73,49,81,53,45,6
 ECC,73,49,81,53,45,6
 SDSU,75,46,83,52,27,4
 LMU,84,83,92,86,52,6
 SU,71,102,79,103,48,4
 ULL,81,68,89,78,35,4
 UNT,85,45,85,47,37,1
 NCCU,73,69,77,71,42,3
 PITT,66,46,72,51,25,0
 TC,66,83,68,84,47,7
 IW,54,82,62,85,51,2
 NWST,62,68,63,72,25,6
 ACU,69,72,79,74,43,4
 UNO,75,75,82,75,37,8
