Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 OGLE,71,109,73,109,19,2
 VT,128,88,132,93,56,2
 NCAT,128,88,132,93,56,2
 HP,65,73,77,79,35,10
 TRI,64,115,66,116,28,2
 FSU,113,74,113,78,43,2
 MRST,97,91,100,91,34,1
 UMBC,88,67,98,72,45,11
 JMU,82,78,82,84,33,2
 CAM,75,62,87,77,36,15
 POI,62,104,66,110,38,4
 OSU,94,60,94,65,17,2
 WCU,73,74,81,79,68,4
 FUR,103,65,107,67,36,3
 WOF,99,84,109,92,70,6
