Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 SPU,40,58,40,61,19,1
 PENN,62,66,71,75,51,16
 USA,71,76,73,81,30,0
 NW,82,68,82,74,24,3
 BC,77,58,82,61,29,4
 MIA,51,39,57,46,31,10
 TEM,79,80,83,87,24,4
 TOWS,60,58,67,60,36,4
 HC,50,53,54,58,34,5
 DREX,70,68,72,70,33,6
 VILL,71,64,77,68,40,10
 MER,74,84,85,95,44,9
 BUCK,82,73,88,81,56,12
 SLU,48,77,60,83,41,6
 URI,77,48,83,60,41,6
 VCU,74,70,80,74,45,6
