Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 GONZ,92,64,97,69,45,4
 WSU,78,78,84,82,47,12
 OSU,77,62,82,64,31,3
 SYR,76,62,80,65,52,2
 KU,111,65,114,71,25,2
 CLEM,79,68,84,77,44,10
 OAK,85,78,97,87,43,15
 TOL,62,64,71,69,33,7
 ORE,69,64,74,68,36,0
 BAY,96,64,99,68,30,2
 WYO,62,62,72,66,47,14
 TCU,85,67,91,72,40,5
 BYU,73,51,73,52,40,2
 SOU,64,75,66,78,34,5
 ALCN,75,64,78,66,34,5
 PV,75,64,78,66,34,5
