Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 PENN,58,66,72,80,43,12
 L-MD,46,56,52,64,35,10
 PUR,102,63,106,64,30,2
 JAC,102,63,106,64,30,2
 WEBB,61,65,64,75,31,8
 WRST,55,53,57,56,19,0
 WAG,73,71,78,76,64,10
 HOU,86,63,88,66,33,2
 LIU,66,68,72,76,52,14
 ODU,74,70,82,75,44,4
 UNH,67,75,68,78,33,2
 SPU,56,65,61,70,30,9
 MAN,57,51,61,58,37,4
 RID,57,51,61,58,37,4
 IONA,80,65,84,65,34,2
