Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 COLG,54,59,58,70,34,4
 STON,62,63,64,72,35,7
 BU,62,82,66,85,41,2
 ORE,62,64,63,71,57,12
 MSU,71,55,77,57,21,2
 ARK,100,58,102,67,55,1
 CLMB,68,71,73,77,31,4
 MONM,78,76,81,84,54,9
 SYR,0,0,0,0,0,0
 COPP,59,71,59,72,43,2
 ARIZ,69,56,73,58,30,2
 AUB,87,59,89,64,41,8
 WICH,66,58,72,62,25,4
 TLSA,86,84,90,88,50,8
 ECU,57,63,65,70,38,9
