Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 MIT,57,63,64,73,57,10
 UMASS,60,63,67,70,34,4
 HC,67,63,73,69,42,14
 MAN,67,64,73,69,34,8
 SMC,80,69,89,71,46,6
 JOES,63,72,71,77,56,8
 CSF,63,54,70,61,41,8
 NE,70,57,77,61,42,8
 UK,76,63,79,70,47,6
 FOR,45,39,45,47,13,3
 BU,54,70,63,74,44,4
 GW,57,46,58,48,26,4
 MINN,59,48,65,55,44,19
 UVM,57,52,62,56,14,3
 DART,45,51,51,61,20,10
