Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 EUR,60,113,65,122,52,5
 NEB,84,61,86,67,63,8
 BCU,72,82,78,90,60,10
 TRGV,68,56,75,63,63,14
 RBA,71,85,74,86,37,2
 GT,61,48,63,49,21,2
 GRAM,72,76,77,82,35,10
 OKLA,78,67,82,72,14,1
 UTA,78,67,82,72,14,1
 INST,73,71,75,79,45,11
 MCNS,45,85,47,85,37,1
 USD,79,82,83,86,58,8
 GTWN,70,58,75,63,35,6
 UTEP,56,56,62,63,29,5
 UTSA,68,70,71,72,32,3
 CHAR,61,63,70,68,41,3
 ODU,59,52,63,60,53,4
