Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 TEX,99,56,105,59,48,8
 LTO,80,94,84,99,74,4
 SMU,77,31,81,35,34,4
 RICE,85,63,87,65,60,4
 ULM,58,76,61,76,29,0
 CSU,70,56,72,60,37,0
 LYON,51,64,56,67,46,3
 LA,53,88,58,88,35,0
 LSS,80,78,83,86,55,2
 OKLA,103,68,105,68,28,1
 UTAH,79,62,84,62,34,3
 NICH,80,44,87,46,42,2
 MCNS,68,62,72,63,25,6
 AMCC,60,58,67,65,46,6
 SFA,62,56,64,56,63,3
