Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 ILL,100,54,102,55,60,4
 MRSH,80,70,83,74,35,5
 MOST,81,53,86,58,41,2
 DUKE,77,60,78,61,52,4
 NCCU,71,58,80,67,49,12
 UTM,71,58,80,67,49,12
 WILY,68,88,69,92,51,2
 TULN,93,69,95,76,45,9
 UCF,74,58,76,60,27,0
 IOWA,89,56,91,60,48,2
 FAMU,48,63,50,68,46,3
 BAY,78,54,80,60,16,0
 ECC,56,92,57,98,38,6
 TXSO,75,64,78,66,34,5
 PV,75,72,78,74,56,4
 GRAM,63,71,69,80,63,12
 JKST,60,57,62,59,41,5
