Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 STAN,76,58,78,62,32,3
 CAL,76,69,85,82,39,12
 HNU,76,69,85,82,39,12
 SCU,57,57,59,63,35,4
 COFC,59,61,68,71,19,4
 CMU,49,48,56,53,27,6
 IDHO,68,58,75,66,46,14
 PEPP,0,0,0,0,0,0
 FRES,0,0,0,0,0,0
 BCU,62,53,67,53,30,4
 PRIN,62,53,67,53,30,4
 SMU,82,57,84,64,37,6
 UTA,82,57,84,64,37,6
 CND,82,57,84,64,37,6
 UCSB,74,73,79,77,33,7
 CSF,94,90,101,97,61,12
