Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 PEAY,52,71,54,73,31,2
 BEL,60,50,69,60,57,16
 UNCA,64,70,76,79,44,8
 USC,85,80,93,89,44,5
 UVA,66,40,68,42,25,0
 HALL,67,52,72,59,42,5
 RAD,57,66,62,74,42,9
 KSU,76,74,84,79,57,8
 MTU,62,59,66,63,42,7
 ASU,73,59,76,64,47,6
 HBU,44,77,48,81,49,4
 ALCN,44,89,51,92,27,6
 FLA,74,67,81,74,44,9
 ALA,65,72,75,76,48,2
 SC,59,52,71,60,59,16
 TENN,83,75,92,84,51,10
