Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 OMA,82,102,89,108,44,0
 BALL,67,104,69,108,31,2
 ARK,83,79,92,83,53,10
 PORT,67,82,71,93,37,4
 ORE,73,83,80,90,58,6
 UNT,67,78,72,82,14,1
 UTSA,78,92,85,97,30,0
 USC,71,79,83,85,30,13
 WICH,71,80,83,91,48,14
 NWST,68,103,68,105,28,1
 NW,74,98,78,104,46,8
 TCU,85,83,89,90,62,4
 OKST,82,107,89,109,53,2
 WVU,80,72,89,76,49,8
 TTU,61,74,65,75,35,2
