Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 SUU,74,95,82,99,81,8
 WYO,72,62,75,66,42,6
 LBSU,68,79,81,89,45,12
 SJU,74,70,82,77,55,8
 LBSU,65,63,74,69,50,8
 MRST,44,60,46,65,28,7
 LMU,68,71,74,78,44,11
 EKY,60,70,62,74,20,3
 UAPB,55,83,58,85,35,2
 JVST,67,70,69,70,39,2
 SLU,54,56,59,63,51,9
 KENT,66,59,79,78,68,19
 COLO,52,70,57,76,39,6
 UTAH,63,60,66,64,32,6
 ORE,55,67,64,76,36,9
