Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 JAC,67,94,67,96,37,0
 CHAT,45,84,45,89,30,2
 LO,54,74,57,81,44,1
 RICH,58,47,63,50,29,7
 BUFF,88,84,96,91,47,12
 IOWA,88,85,95,85,53,3
 MIS,53,88,53,90,29,0
 MEM,51,67,56,71,31,5
 TROY,74,83,78,90,41,8
 AUB,77,75,85,80,54,6
 AAMU,54,86,58,90,21,4
 UNO,65,69,67,74,36,8
 MVSU,57,70,57,74,21,2
 MTU,58,59,63,60,33,5
 FAU,44,73,44,75,17,0
 FIU,60,71,64,75,34,4
