Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 TXSO,78,78,82,84,47,12
 SEA,55,69,59,75,27,2
 IDST,57,81,62,83,16,2
 JOES,65,69,71,75,28,10
 SMC,68,80,79,84,30,3
 SDSU,81,85,86,93,45,11
 UCD,72,62,81,67,31,8
 IDHO,86,62,91,64,25,0
 UTEP,70,65,76,69,32,6
 IUPU,55,68,59,72,11,2
 KSU,60,63,68,65,28,4
 BCU,54,84,58,86,39,2
 UCLA,89,74,96,82,51,4
 USC,85,68,89,71,37,0
 WASH,64,65,70,65,31,4
