Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 BEL,77,76,82,86,48,8
 EWU,60,73,69,79,62,6
 PROV,71,68,77,70,50,8
 VT,103,75,103,79,71,2
 SEA,78,81,84,89,51,12
 UCD,63,67,70,77,48,8
 KENN,63,83,71,85,38,2
 OMA,70,82,73,86,36,1
 KU,59,73,65,74,23,2
 GONZ,95,69,97,70,45,4
 LMU,70,70,78,80,61,9
 BCU,53,98,55,106,29,0
 MONT,62,63,63,66,27,6
 USC,75,83,81,88,32,5
 UCLA,66,53,74,53,48,7
 WSU,65,64,65,70,31,4
