Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 BOBJO,97,46,101,48,28,4
 ELON,63,69,67,76,35,10
 BUT,80,62,82,65,25,0
 DUKE,90,63,92,63,19,0
 UNH,90,63,92,63,19,0
 NE,90,63,92,63,19,0
 WIN,87,68,93,74,51,9
 TNTC,48,62,50,64,31,2
 UNCA,64,82,72,83,35,2
 SCST,72,97,72,101,35,2
 MON,103,45,103,47,22,0
 UNCW,82,85,84,90,48,5
 TENN,61,61,66,61,34,4
 VMI,54,87,57,87,32,2
 CIT,65,103,67,107,36,3
 MER,63,66,71,74,42,9
