Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 USF,56,57,60,59,38,2
 EAU,57,85,60,90,26,1
 TOWS,76,48,76,52,22,2
 NIU,62,71,67,77,46,9
 MOST,69,55,71,60,28,2
 AVE,49,87,54,91,26,5
 BCU,73,88,75,93,66,6
 FGCU,84,87,88,92,55,6
 WEBI,46,107,46,108,29,2
 ARST,58,61,64,63,36,2
 TTU,90,52,90,54,27,0
 MINN,93,55,95,60,26,0
 FIU,54,55,58,57,31,5
 UAB,73,44,75,44,17,0
 MTU,57,50,61,57,42,8
