Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 UK,65,56,73,63,41,10
 DUKE,97,69,99,69,33,0
 IDST,63,79,71,84,25,2
 UCD,67,76,71,80,32,0
 EAQ,50,95,52,97,26,1
 UND,73,77,75,83,38,7
 BYU,80,56,85,58,43,4
 UTSA,72,78,80,88,54,12
 WEB,56,80,56,83,18,4
 CSF,85,76,91,83,54,14
 BETHE,41,100,44,106,19,0
 HAW,64,64,70,69,61,7
 MT,50,81,56,84,31,4
 SHSU,59,65,64,75,36,7
 UCRV,76,82,82,90,28,9
 CSF,68,75,78,87,83,20
 CSB,41,73,42,75,45,6
