Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 PV,58,79,62,83,57,4
 MVSU,45,89,51,91,33,3
 MIZ,55,75,59,77,38,2
 MISS,73,79,74,83,45,6
 UNLV,81,54,85,58,41,2
 EWU,63,85,69,85,38,2
 HAW,56,77,60,80,42,1
 BUT,74,69,81,69,28,2
 USU,74,69,81,69,28,2
 BYU,70,58,77,65,30,7
 NWST,62,79,62,84,34,3
 ORE,56,62,56,66,24,4
 ORST,60,63,64,66,32,6
 ARIZ,81,77,94,82,58,14
 ASU,73,72,80,77,59,7
