Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 MER,66,80,79,88,65,17
 WEBB,55,63,65,68,52,8
 WM,58,69,64,75,29,2
 NEB,49,56,59,68,38,14
 WVU,80,40,83,45,48,4
 SJU,44,43,46,43,31,2
 MIZ,57,52,62,59,20,7
 ALA,60,62,62,65,38,6
 SOU,58,74,60,76,27,0
 SELA,51,54,53,61,33,6
 STET,55,74,55,74,25,2
 SCST,60,82,64,89,46,4
 SMU,50,42,56,51,22,7
 ECU,39,56,39,59,32,2
 MEM,47,55,56,65,47,14
 TEM,35,56,39,60,19,2
