Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 TXTY,105,69,112,71,43,4
 SEMO,82,88,95,96,53,10
 MTST,58,66,58,71,48,3
 GMU,58,69,64,77,51,7
 EVAN,59,57,61,60,27,2
 ALA,67,68,77,74,67,8
 MLS,54,104,55,107,45,2
 SFA,77,77,85,83,40,2
 JKST,62,88,62,91,51,6
 ULL,73,69,75,71,32,1
 TEX,69,58,75,60,52,8
 ALST,69,58,75,60,52,8
 IPFW,69,58,75,60,52,8
 WKU,67,62,69,68,43,4
 MRSH,70,56,78,65,43,7
 UTSA,74,68,78,76,31,6
 UTEP,80,88,88,97,54,6
