Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 UCLA,62,56,63,60,41,4
 BCU,54,60,62,65,56,9
 TRGV,57,73,68,78,54,7
 UNT,48,61,49,63,21,2
 NW,49,48,51,52,25,2
 GRAM,58,57,64,63,34,8
 TENN,62,57,77,70,60,20
 WOF,56,57,63,60,21,2
 FAMU,44,78,54,79,42,4
 UGA,77,56,80,59,35,4
 WRST,78,77,85,81,52,8
 COPP,62,74,62,76,24,2
 ND,63,52,68,59,36,7
 MIA,48,56,54,64,34,4
 YALE,54,74,60,74,40,3
