Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 INST,90,65,90,69,51,2
 HOW,66,75,77,86,45,8
 HALL,80,64,84,68,41,5
 USF,51,65,53,70,42,5
 ARST,67,83,70,87,36,2
 EMU,65,82,67,87,39,2
 DUKE,86,77,91,81,55,8
 MICH,66,51,69,55,32,5
 IOWA,57,77,64,77,32,2
 LOU,65,61,71,62,33,4
 ND,71,69,77,80,51,7
 IPFW,86,67,92,72,38,6
 TNTC,54,85,59,87,36,0
 YSU,50,72,51,79,41,3
 WIS,66,55,71,61,34,8
 MINN,70,71,71,75,31,9
 PSU,60,66,70,74,40,15
