Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 WEBB,65,110,74,116,44,2
 UNF,64,102,68,108,46,3
 UNH,63,66,63,70,48,2
 STAN,80,106,87,108,53,5
 GONZ,97,103,105,111,60,8
 DUKE,81,84,87,84,40,5
 FSU,78,62,83,66,49,2
 L-IL,61,57,65,59,23,4
 CIN,59,58,60,66,33,6
 CLEM,64,66,71,69,47,6
 JMU,61,70,63,72,39,2
 IW,58,75,60,75,32,0
 VAN,67,74,74,81,44,9
 TAMU,61,77,66,83,6,0
 MIZ,73,70,75,77,46,4
