Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 WHEEL,37,93,37,97,27,2
 TEX,78,58,78,60,38,2
 FLA,66,63,70,63,48,2
 AMER,70,70,74,70,69,8
 FUR,70,70,70,74,69,8
 USU,70,70,70,74,69,8
 BU,67,67,70,69,38,4
 BRY,56,67,59,75,27,10
 NIAG,71,68,78,70,35,5
 HC,55,48,62,58,29,13
 LYDS,27,111,31,111,34,2
 GW,62,58,68,64,30,8
 FAIR,75,67,78,68,33,2
 DART,63,80,66,83,42,7
 UMBC,65,61,71,67,37,8
 ALBY,55,62,61,64,33,2
