Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 ULL,76,85,76,94,54,7
 EKY,71,81,75,85,44,2
 GAST,66,71,72,77,52,9
 UTAH,79,73,83,74,45,6
 RICE,58,77,62,79,34,3
 SDST,90,88,99,97,41,5
 VT,79,78,83,80,61,6
 MTU,69,58,77,58,24,3
 SHSU,69,79,69,82,28,5
 ILST,98,95,101,97,68,4
 AMCC,63,82,63,85,27,0
 BRAD,53,80,59,82,35,2
 SC,63,66,69,74,59,16
 UGA,68,58,71,60,28,0
 MSST,56,58,58,64,39,2
 AUB,76,65,85,70,64,2
