Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 DUKE,92,63,97,68,18,0
 WILPC,50,89,53,96,21,0
 FUR,69,63,76,67,35,10
 FIU,83,86,87,95,39,6
 CCD,60,82,62,84,15,4
 MILW,66,71,72,71,29,2
 RAD,71,74,74,77,16,2
 USF,78,77,78,79,26,1
 SPU,63,67,65,71,41,4
 UNCG,71,40,75,44,11,2
 BU,63,71,69,77,23,6
 CAN,67,47,67,51,19,0
 INST,59,66,68,73,27,8
 DREX,71,82,75,90,36,8
 TOWS,68,68,72,75,19,2
 NE,64,56,72,60,17,6
 HOF,74,88,76,89,34,4
