Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 MD,75,57,76,61,35,2
 CONN,63,62,72,64,35,7
 BALL,79,69,87,76,61,8
 MSU,89,65,93,71,42,0
 BRWN,59,71,64,77,40,6
 BUCK,82,73,85,76,52,6
 SS,53,101,58,101,46,4
 SFU,82,77,83,85,36,6
 LIU,70,68,75,71,37,6
 CLMB,66,71,66,76,51,10
 HOF,77,74,84,81,53,12
 PROV,56,54,62,60,33,5
 RUTG,68,66,73,75,35,0
 NSU,64,61,74,68,52,20
 MAINE,66,66,70,71,38,3
 HART,58,58,61,63,22,2
