Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 FAU,57,56,59,60,38,2
 MORG,58,51,63,53,45,6
 STET,72,74,72,75,26,2
 IND,65,51,70,53,42,5
 HOW,47,72,52,75,35,2
 ARST,52,65,61,72,43,12
 EMU,55,43,65,47,45,8
 ELON,77,78,79,78,26,1
 APP,80,59,84,61,22,0
 FIU,56,45,65,53,36,13
 BCU,63,81,63,83,34,0
 NAU,47,64,56,70,26,6
 CHAR,68,74,76,78,33,1
 HOU,79,56,79,60,38,0
 SMU,74,34,79,39,34,4
 ECU,65,63,67,65,31,5
 WICH,92,52,95,57,34,6
