Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 PUR,100,72,105,74,39,0
 VALP,86,65,94,69,66,2
 STET,74,75,76,80,67,14
 WIU,62,64,69,67,38,4
 CREI,64,62,67,69,38,4
 SIU,86,54,86,59,51,6
 IPFW,79,69,86,71,32,8
 IUPU,78,80,81,82,51,3
 USA,72,68,75,76,50,4
 CHS,70,83,76,88,37,8
 CMU,83,70,88,76,37,8
 PEAY,76,52,78,58,35,0
 MURR,84,61,87,63,58,8
 EKY,71,79,82,85,41,10
 MORE,57,64,65,70,32,8
