Opponent,Opp Score,Team Score,Opp Final,Team Final,Free Throws,Free Throws Under 2 Minutes
 ELON,63,92,68,97,18,0
 UVU,69,97,69,99,33,0
 MSU,75,81,81,88,47,2
 SOU,60,77,61,78,52,4
 FUR,63,90,63,92,19,0
 PRST,75,92,81,99,54,5
 TEX,75,78,78,85,57,6
 FLA,84,81,84,87,40,5
 IND,77,86,81,91,55,8
 SDAK,72,92,80,96,40,6
 SFU,63,116,67,124,34,6
 BC,78,79,89,84,28,8
 EVAN,35,104,40,104,19,2
 FSU,93,95,93,100,47,2
 NCST,85,78,96,85,48,11
