Italy,0,0,Ukraine,02/06/2006,Lausanne,Friendly
Libya,1,1,Belarus,02/06/2006,Rades,Friendly,3,1,PSO
Liechtenstein,0,1,Togo,02/06/2006,Vaduz,Friendly
Sweden,1,1,Chile,02/06/2006,Solna,Friendly
Tunisia,0,0,Uruguay,02/06/2006,Rades,Friendly,1,3,PSO
Croatia,0,1,Poland,03/06/2006,Wolfsburg,Friendly
Czech_Republic,3,0,Trinidad_and_Tobago,03/06/2006,Prague,Friendly
England,6,0,Jamaica,03/06/2006,Manchester,Friendly
Luxembourg,0,3,Portugal,03/06/2006,Metz,Friendly
Macau,0,0,Hong_Kong,03/06/2006,Macau,Friendly
Malaysia,0,0,Singapore,03/06/2006,Paroi,Friendly,7,8,PSO
Spain,2,0,Egypt,03/06/2006,Elche,Friendly
Switzerland,4,1,China_PR,03/06/2006,Zurich,Friendly
Algeria,1,0,Sudan,04/06/2006,Algiers,Friendly
Brazil,4,0,New_Zealand,04/06/2006,Geneva,Friendly
Colombia,2,0,Morocco,04/06/2006,Barcelona,Friendly
Ghana,3,1,Korea_Republic,04/06/2006,Edinburgh,Friendly
Japan,1,0,Malta,04/06/2006,DüSseldorf,Friendly
Netherlands,1,1,Australia,04/06/2006,Rotterdam,Friendly
Slovenia,0,3,Côte_d'Ivoire,04/06/2006,Bondoufle,Friendly
Turkey,0,1,FYR_Macedonia,04/06/2006,Krefeld,Friendly
Ukraine,3,0,Libya,05/06/2006,Gossau,Friendly
Australia,3,1,Liechtenstein,07/06/2006,Ulm,Friendly
France,3,1,China_PR,07/06/2006,St._Etienne,Friendly
Spain,2,1,Croatia,07/06/2006,Geneva,Friendly
Luxembourg,0,3,Ukraine,08/06/2006,Luxembourg,Friendly
Germany,4,2,Costa_Rica,09/06/2006,Munich,FIFA_World_Cup_Final
Poland,0,2,Ecuador,09/06/2006,Gelsenkirchen,FIFA_World_Cup_Final
Argentina,2,1,Côte_d'Ivoire,10/06/2006,Hamburg,FIFA_World_Cup_Final
England,1,0,Paraguay,10/06/2006,Frankfurt/Main,FIFA_World_Cup_Final
Trinidad_and_Tobago,0,0,Sweden,10/06/2006,Dortmund,FIFA_World_Cup_Final
Angola,0,1,Portugal,11/06/2006,Cologne,FIFA_World_Cup_Final
Mexico,3,1,IR_Iran,11/06/2006,Nuremberg,FIFA_World_Cup_Final
Serbia_and_Montenegro,0,1,Netherlands,11/06/2006,Leipzig,FIFA_World_Cup_Final
Australia,3,1,Japan,12/06/2006,Kaiserslautern,FIFA_World_Cup_Final
Italy,2,0,Ghana,12/06/2006,Hanover,FIFA_World_Cup_Final
USA,0,3,Czech_Republic,12/06/2006,Gelsenkirchen,FIFA_World_Cup_Final
Brazil,1,0,Croatia,13/06/2006,Berlin,FIFA_World_Cup_Final
France,0,0,Switzerland,13/06/2006,Stuttgart,FIFA_World_Cup_Final
Korea_Republic,2,1,Togo,13/06/2006,Frankfurt/Main,FIFA_World_Cup_Final
Germany,1,0,Poland,14/06/2006,Dortmund,FIFA_World_Cup_Final
Spain,4,0,Ukraine,14/06/2006,Leipzig,FIFA_World_Cup_Final
Tunisia,2,2,Saudi_Arabia,14/06/2006,Munich,FIFA_World_Cup_Final
Ecuador,3,0,Costa_Rica,15/06/2006,Hamburg,FIFA_World_Cup_Final
England,2,0,Trinidad_and_Tobago,15/06/2006,Nuremberg,FIFA_World_Cup_Final
Sweden,1,0,Paraguay,15/06/2006,Berlin,FIFA_World_Cup_Final
Argentina,6,0,Serbia_and_Montenegro,16/06/2006,Gelsenkirchen,FIFA_World_Cup_Final
Mexico,0,0,Angola,16/06/2006,Hanover,FIFA_World_Cup_Final
Netherlands,2,1,Côte_d'Ivoire,16/06/2006,Stuttgart,FIFA_World_Cup_Final
Czech_Republic,0,2,Ghana,17/06/2006,Cologne,FIFA_World_Cup_Final
Italy,1,1,USA,17/06/2006,Kaiserslautern,FIFA_World_Cup_Final
Portugal,2,0,IR_Iran,17/06/2006,Frankfurt/Main,FIFA_World_Cup_Final
Brazil,2,0,Australia,18/06/2006,Munich,FIFA_World_Cup_Final
France,1,1,Korea_Republic,18/06/2006,Leipzig,FIFA_World_Cup_Final
Japan,0,0,Croatia,18/06/2006,Nuremberg,FIFA_World_Cup_Final
Saudi_Arabia,0,4,Ukraine,19/06/2006,Hamburg,FIFA_World_Cup_Final
Spain,3,1,Tunisia,19/06/2006,Stuttgart,FIFA_World_Cup_Final
Togo,0,2,Switzerland,19/06/2006,Dortmund,FIFA_World_Cup_Final
Costa_Rica,1,2,Poland,20/06/2006,Hanover,FIFA_World_Cup_Final
Ecuador,0,3,Germany,20/06/2006,Berlin,FIFA_World_Cup_Final
Paraguay,2,0,Trinidad_and_Tobago,20/06/2006,Kaiserslautern,FIFA_World_Cup_Final
Sweden,2,2,England,20/06/2006,Cologne,FIFA_World_Cup_Final
Côte_d'Ivoire,3,2,Serbia_and_Montenegro,21/06/2006,Munich,FIFA_World_Cup_Final
IR_Iran,1,1,Angola,21/06/2006,Leipzig,FIFA_World_Cup_Final
Netherlands,0,0,Argentina,21/06/2006,Frankfurt/Main,FIFA_World_Cup_Final
Portugal,2,1,Mexico,21/06/2006,Gelsenkirchen,FIFA_World_Cup_Final
Croatia,2,2,Australia,22/06/2006,Stuttgart,FIFA_World_Cup_Final
Czech_Republic,0,2,Italy,22/06/2006,Hamburg,FIFA_World_Cup_Final
Ghana,2,1,USA,22/06/2006,Nuremberg,FIFA_World_Cup_Final
Japan,1,4,Brazil,22/06/2006,Dortmund,FIFA_World_Cup_Final
Saudi_Arabia,0,1,Spain,23/06/2006,Kaiserslautern,FIFA_World_Cup_Final
Switzerland,2,0,Korea_Republic,23/06/2006,Hanover,FIFA_World_Cup_Final
Togo,0,2,France,23/06/2006,Cologne,FIFA_World_Cup_Final
Ukraine,1,0,Tunisia,23/06/2006,Berlin,FIFA_World_Cup_Final
Argentina,2,1,Mexico,24/06/2006,Leipzig,FIFA_World_Cup_Final
Germany,2,0,Sweden,24/06/2006,Munich,FIFA_World_Cup_Final
Malawi,1,1,Zimbabwe,24/06/2006,Maputo,Friendly,2,1,PSO
Mozambique,4,0,Swaziland,24/06/2006,Maputo,Friendly
England,1,0,Ecuador,25/06/2006,Stuttgart,FIFA_World_Cup_Final
Mozambique,1,2,Malawi,25/06/2006,Maputo,Friendly
Portugal,1,0,Netherlands,25/06/2006,Nuremberg,FIFA_World_Cup_Final
Swaziland,1,2,Zimbabwe,25/06/2006,Maputo,Friendly
Italy,1,0,Australia,26/06/2006,Kaiserslautern,FIFA_World_Cup_Final
Mauritius,1,2,Tanzania,26/06/2006,Roche_Caiman,Friendly
